,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Alength,Clength,pair,label
2231,"Organic Strawberries, Seedless Red Grapes",Banana,0.0028113382899628255,0.14114776951672864,0.0010920074349442378,0.38842975206611563,2.7519368771894017,0.0006951933059590109,1.4043394579523758,2,1,"Banana, Organic Strawberries, Seedless Red Grapes","Banana---Organic Strawberries, Seedless Red Grapes"
2234,Banana,"Organic Strawberries, Seedless Red Grapes",0.14114776951672864,0.0028113382899628255,0.0010920074349442378,0.007736625514403291,2.7519368771894017,0.0006951933059590109,1.0049636894307359,1,2,"Banana, Organic Strawberries, Seedless Red Grapes","Banana---Organic Strawberries, Seedless Red Grapes"
1188,Organic Baby Spinach,Organic Black Beans,0.06754182156133828,0.008131970260223048,0.0015102230483271376,0.022359821121431034,2.749619145903976,0.0009609749640690429,1.0145532591321365,1,1,"Organic Baby Spinach, Organic Black Beans",Organic Baby Spinach---Organic Black Beans
1189,Organic Black Beans,Organic Baby Spinach,0.008131970260223048,0.06754182156133828,0.0015102230483271376,0.18571428571428572,2.749619145903976,0.0009609749640690429,1.1451240787843215,1,1,"Organic Baby Spinach, Organic Black Beans",Organic Baby Spinach---Organic Black Beans
871,Organic Whole Milk,"Bag of Organic Bananas, Organic Strawberries",0.0399860594795539,0.016101301115241634,0.0017657992565055763,0.04416037187681581,2.7426585939078683,0.0011219716724133167,1.0293554168879446,1,2,"Bag of Organic Bananas, Organic Strawberries, Organic Whole Milk","Bag of Organic Bananas, Organic Strawberries---Organic Whole Milk"
866,"Bag of Organic Bananas, Organic Strawberries",Organic Whole Milk,0.016101301115241634,0.0399860594795539,0.0017657992565055763,0.10966810966810968,2.742658593907868,0.0011219716724133167,1.0782652524808252,2,1,"Bag of Organic Bananas, Organic Strawberries, Organic Whole Milk","Bag of Organic Bananas, Organic Strawberries---Organic Whole Milk"
1619,Organic Strawberries,Organic Roasted Turkey Breast,0.07144516728624535,0.006528810408921933,0.0012778810408921933,0.01788617886178862,2.7395770043109686,0.0008114290890465859,1.011564207944558,1,1,"Organic Roasted Turkey Breast, Organic Strawberries",Organic Roasted Turkey Breast---Organic Strawberries
1618,Organic Roasted Turkey Breast,Organic Strawberries,0.006528810408921933,0.07144516728624535,0.0012778810408921933,0.19572953736654805,2.7395770043109686,0.0008114290890465859,1.1545305663387835,1,1,"Organic Roasted Turkey Breast, Organic Strawberries",Organic Roasted Turkey Breast---Organic Strawberries
13,Organic Raspberries,Bag of Organic Bananas,0.037616171003717475,0.11273234200743494,0.011617100371747211,0.3088326127239036,2.7395209504610083,0.007376541317145976,1.2837232692492964,1,1,"Bag of Organic Bananas, Organic Raspberries",Bag of Organic Bananas---Organic Raspberries
12,Bag of Organic Bananas,Organic Raspberries,0.11273234200743494,0.037616171003717475,0.011617100371747211,0.10305028854080792,2.7395209504610083,0.007376541317145976,1.072951824055598,1,1,"Bag of Organic Bananas, Organic Raspberries",Bag of Organic Bananas---Organic Raspberries
456,Organic D'Anjou Pears,Organic Strawberries,0.012476765799256506,0.07144516728624535,0.0024395910780669145,0.19553072625698326,2.7367942953172553,0.0015481864583477287,1.1542452434427921,1,1,"Organic D'Anjou Pears, Organic Strawberries",Organic D'Anjou Pears---Organic Strawberries
457,Organic Strawberries,Organic D'Anjou Pears,0.07144516728624535,0.012476765799256506,0.0024395910780669145,0.03414634146341464,2.7367942953172553,0.0015481864583477287,1.022435671773497,1,1,"Organic D'Anjou Pears, Organic Strawberries",Organic D'Anjou Pears---Organic Strawberries
197,Organic Baby Spinach,Organic Grape Tomatoes,0.06754182156133828,0.018982342007434944,0.003508364312267658,0.051943584451324396,2.736416003408815,0.002226262355585191,1.034767174087223,1,1,"Organic Baby Spinach, Organic Grape Tomatoes",Organic Baby Spinach---Organic Grape Tomatoes
196,Organic Grape Tomatoes,Organic Baby Spinach,0.018982342007434944,0.06754182156133828,0.003508364312267658,0.18482252141982863,2.736416003408815,0.002226262355585191,1.1438713690456257,1,1,"Organic Baby Spinach, Organic Grape Tomatoes",Organic Baby Spinach---Organic Grape Tomatoes
873,Organic Strawberries,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,0.07144516728624535,0.009038104089219332,0.0017657992565055763,0.024715447154471548,2.734583150458754,0.001120070397900803,1.0160746348535012,1,1,"Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, Organic Strawberries",Organic Sticks Low Moisture Part Skim Mozzarella String Cheese---Organic Strawberries
872,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Organic Strawberries,0.009038104089219332,0.07144516728624535,0.0017657992565055763,0.1953727506426735,2.7345831504587537,0.001120070397900803,1.1540186259605447,1,1,"Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, Organic Strawberries",Organic Sticks Low Moisture Part Skim Mozzarella String Cheese---Organic Strawberries
2265,Limes,Red Peppers,0.03264405204460966,0.01224442379182156,0.0010920074349442378,0.03345195729537367,2.7320156394551853,0.000692299827427758,1.0219415203037487,1,1,"Limes, Red Peppers",Limes---Red Peppers
2264,Red Peppers,Limes,0.01224442379182156,0.03264405204460966,0.0010920074349442378,0.08918406072106262,2.7320156394551853,0.000692299827427758,1.0620762178593557,1,1,"Limes, Red Peppers",Limes---Red Peppers
137,Organic Strawberries,Organic Large Extra Fancy Fuji Apple,0.07144516728624535,0.020236988847583643,0.003949814126394052,0.055284552845528454,2.731856664146435,0.002503979072808557,1.037098540204365,1,1,"Organic Large Extra Fancy Fuji Apple, Organic Strawberries",Organic Large Extra Fancy Fuji Apple---Organic Strawberries
136,Organic Large Extra Fancy Fuji Apple,Organic Strawberries,0.020236988847583643,0.07144516728624535,0.003949814126394052,0.1951779563719862,2.731856664146435,0.002503979072808557,1.15373931425632,1,1,"Organic Large Extra Fancy Fuji Apple, Organic Strawberries",Organic Large Extra Fancy Fuji Apple---Organic Strawberries
1237,Organic Strawberries,Whipped Cream Cheese,0.07144516728624535,0.007620817843866171,0.001486988847583643,0.0208130081300813,2.7310727741423757,0.0009425182418706209,1.01347259552644,1,1,"Organic Strawberries, Whipped Cream Cheese",Organic Strawberries---Whipped Cream Cheese
1236,Whipped Cream Cheese,Organic Strawberries,0.007620817843866171,0.07144516728624535,0.001486988847583643,0.1951219512195122,2.7310727741423757,0.0009425182418706209,1.1536590345837556,1,1,"Organic Strawberries, Whipped Cream Cheese",Organic Strawberries---Whipped Cream Cheese
1244,Carrots,Limes,0.016426579925650556,0.03264405204460966,0.0014637546468401488,0.08910891089108912,2.7297135407490933,0.0009275245168322716,1.0619885950379828,1,1,"Carrots, Limes",Carrots---Limes
1245,Limes,Carrots,0.03264405204460966,0.016426579925650556,0.0014637546468401488,0.044839857651245554,2.729713540749093,0.0009275245168322716,1.0297471350256788,1,1,"Carrots, Limes",Carrots---Limes
903,"Organic Strawberries, Banana",Organic Whole Milk,0.015776022304832715,0.0399860594795539,0.0017193308550185874,0.10898379970544918,2.72554488048956,0.0010885098887867773,1.0774371332452608,2,1,"Organic Strawberries, Banana, Organic Whole Milk","Organic Strawberries, Banana---Organic Whole Milk"
906,Organic Whole Milk,"Organic Strawberries, Banana",0.0399860594795539,0.015776022304832715,0.0017193308550185874,0.04299825682742592,2.72554488048956,0.0010885098887867773,1.0284453343129223,1,2,"Organic Strawberries, Banana, Organic Whole Milk","Organic Strawberries, Banana---Organic Whole Milk"
1868,Organic Strawberries,Organic Hothouse Cucumbers,0.07144516728624535,0.006087360594795539,0.0011849442379182156,0.016585365853658537,2.724557810463601,0.0007500317418913503,1.0106750549507288,1,1,"Organic Hothouse Cucumbers, Organic Strawberries",Organic Hothouse Cucumbers---Organic Strawberries
1869,Organic Hothouse Cucumbers,Organic Strawberries,0.006087360594795539,0.07144516728624535,0.0011849442379182156,0.1946564885496183,2.7245578104636006,0.0007500317418913503,1.1529922567346147,1,1,"Organic Hothouse Cucumbers, Organic Strawberries",Organic Hothouse Cucumbers---Organic Strawberries
228,Organic Hass Avocado,Organic Gala Apples,0.06022304832713755,0.020562267657992565,0.0033689591078066915,0.05594135802469136,2.720583106647137,0.0021306366689238677,1.0374755219576965,1,1,"Organic Gala Apples, Organic Hass Avocado",Organic Gala Apples---Organic Hass Avocado
229,Organic Gala Apples,Organic Hass Avocado,0.020562267657992565,0.06022304832713755,0.0033689591078066915,0.1638418079096045,2.7205831066471364,0.0021306366689238677,1.1239224354465989,1,1,"Organic Gala Apples, Organic Hass Avocado",Organic Gala Apples---Organic Hass Avocado
2496,Sparkling Water Grapefruit,Half & Half,0.02058550185873606,0.018285315985130113,0.0010223048327137546,0.04966139954853273,2.715916946084941,0.0006458924265142826,1.033015688880255,1,1,"Half & Half, Sparkling Water Grapefruit",Half & Half---Sparkling Water Grapefruit
2497,Half & Half,Sparkling Water Grapefruit,0.018285315985130113,0.02058550185873606,0.0010223048327137546,0.055908513341804314,2.7159169460849406,0.0006458924265142826,1.0374148183542056,1,1,"Half & Half, Sparkling Water Grapefruit",Half & Half---Sparkling Water Grapefruit
2383,Organic Raspberries,100% Raw Coconut Water,0.037616171003717475,0.010246282527881042,0.001045539033457249,0.027794935145151325,2.7126848268646553,0.0006601131177360732,1.018050361237205,1,1,"100% Raw Coconut Water, Organic Raspberries",100% Raw Coconut Water---Organic Raspberries
2382,100% Raw Coconut Water,Organic Raspberries,0.010246282527881042,0.037616171003717475,0.001045539033457249,0.1020408163265306,2.7126848268646553,0.0006601131177360732,1.0717456277458601,1,1,"100% Raw Coconut Water, Organic Raspberries",100% Raw Coconut Water---Organic Raspberries
102,Organic Hass Avocado,Organic Yellow Onion,0.06022304832713755,0.02646375464684015,0.004321561338289963,0.07175925925925926,2.711605371833642,0.0027278333632757973,1.0487971521011599,1,1,"Organic Hass Avocado, Organic Yellow Onion",Organic Hass Avocado---Organic Yellow Onion
103,Organic Yellow Onion,Organic Hass Avocado,0.02646375464684015,0.06022304832713755,0.004321561338289963,0.1633011413520632,2.7116053718336417,0.0027278333632757973,1.1231961678440612,1,1,"Organic Hass Avocado, Organic Yellow Onion",Organic Hass Avocado---Organic Yellow Onion
2494,Organic Granny Smith Apple,Organic Zucchini,0.015148698884758364,0.024930297397769516,0.0010223048327137546,0.06748466257668712,2.706933716030395,0.0006446432643274693,1.045633957395813,1,1,"Organic Granny Smith Apple, Organic Zucchini",Organic Granny Smith Apple---Organic Zucchini
2495,Organic Zucchini,Organic Granny Smith Apple,0.024930297397769516,0.015148698884758364,0.0010223048327137546,0.04100652376514446,2.706933716030395,0.0006446432643274693,1.0269635044671082,1,1,"Organic Granny Smith Apple, Organic Zucchini",Organic Granny Smith Apple---Organic Zucchini
907,Organic Strawberries,"Organic Whole Milk, Banana",0.07144516728624535,0.008898698884758364,0.0017193308550185874,0.024065040650406506,2.704332505466047,0.001083561824567101,1.015540320203055,1,2,"Organic Strawberries, Organic Whole Milk, Banana","Organic Strawberries---Organic Whole Milk, Banana"
902,"Organic Whole Milk, Banana",Organic Strawberries,0.008898698884758364,0.07144516728624535,0.0017193308550185874,0.19321148825065276,2.704332505466047,0.001083561824567101,1.150927187473683,2,1,"Organic Strawberries, Organic Whole Milk, Banana","Organic Strawberries---Organic Whole Milk, Banana"
1160,"Organic Hass Avocado, Banana",Organic Baby Spinach,0.008271375464684014,0.06754182156133828,0.0015102230483271376,0.18258426966292138,2.7032772501864937,0.0009515592826246184,1.1407392148596687,2,1,"Organic Baby Spinach, Organic Hass Avocado, Banana","Organic Baby Spinach---Organic Hass Avocado, Banana"
1165,Organic Baby Spinach,"Organic Hass Avocado, Banana",0.06754182156133828,0.008271375464684014,0.0015102230483271376,0.022359821121431034,2.7032772501864937,0.0009515592826246184,1.0144106655609302,1,2,"Organic Baby Spinach, Organic Hass Avocado, Banana","Organic Baby Spinach---Organic Hass Avocado, Banana"
1517,Organic Strawberries,"Bag of Organic Bananas, Organic Lemon",0.07144516728624535,0.006737918215613383,0.0013011152416356876,0.018211382113821138,2.702820297168489,0.0008197235475601497,1.0116862873424937,1,2,"Bag of Organic Bananas, Organic Lemon, Organic Strawberries","Bag of Organic Bananas, Organic Lemon---Organic Strawberries"
1512,"Bag of Organic Bananas, Organic Lemon",Organic Strawberries,0.006737918215613383,0.07144516728624535,0.0013011152416356876,0.19310344827586207,2.702820297168489,0.0008197235475601497,1.15077308327773,2,1,"Bag of Organic Bananas, Organic Lemon, Organic Strawberries","Bag of Organic Bananas, Organic Lemon---Organic Strawberries"
2101,"Bag of Organic Bananas, Organic Strawberries",Organic Garlic,0.016101301115241634,0.02562732342007435,0.0011152416356877324,0.06926406926406928,2.702743010993238,0.0007026083845234312,1.0468841315812225,2,1,"Bag of Organic Bananas, Organic Strawberries, Organic Garlic","Bag of Organic Bananas, Organic Strawberries---Organic Garlic"
2104,Organic Garlic,"Bag of Organic Bananas, Organic Strawberries",0.02562732342007435,0.016101301115241634,0.0011152416356877324,0.043517679057116954,2.7027430109932378,0.0007026083845234312,1.0286637581705105,1,2,"Bag of Organic Bananas, Organic Strawberries, Organic Garlic","Bag of Organic Bananas, Organic Strawberries---Organic Garlic"
1300,Banana,XL Emerald White Seedless Grapes,0.14114776951672864,0.0037174721189591076,0.00141728624535316,0.010041152263374485,2.7010699588477367,0.000892573347521455,1.006387821230017,1,1,"Banana, XL Emerald White Seedless Grapes",Banana---XL Emerald White Seedless Grapes
1301,XL Emerald White Seedless Grapes,Banana,0.0037174721189591076,0.14114776951672864,0.00141728624535316,0.38125000000000003,2.7010699588477367,0.000892573347521455,1.3880440088618529,1,1,"Banana, XL Emerald White Seedless Grapes",Banana---XL Emerald White Seedless Grapes
1795,Organic Hass Avocado,"Bag of Organic Bananas, Organic Whole Milk",0.06022304832713755,0.007434944237918215,0.0012081784386617101,0.02006172839506173,2.698302469135803,0.0007604234325119886,1.0128852852501244,1,2,"Bag of Organic Bananas, Organic Whole Milk, Organic Hass Avocado","Bag of Organic Bananas, Organic Whole Milk---Organic Hass Avocado"
1794,"Bag of Organic Bananas, Organic Whole Milk",Organic Hass Avocado,0.007434944237918215,0.06022304832713755,0.0012081784386617101,0.1625,2.6983024691358026,0.0007604234325119886,1.1221217333407312,2,1,"Bag of Organic Bananas, Organic Whole Milk, Organic Hass Avocado","Bag of Organic Bananas, Organic Whole Milk---Organic Hass Avocado"
149,Organic Kiwi,Bag of Organic Bananas,0.012616171003717471,0.11273234200743494,0.00383364312267658,0.3038674033149172,2.695476718605531,0.0024113926182612183,1.274567032513129,1,1,"Bag of Organic Bananas, Organic Kiwi",Bag of Organic Bananas---Organic Kiwi
148,Bag of Organic Bananas,Organic Kiwi,0.11273234200743494,0.012616171003717471,0.00383364312267658,0.03400659521846661,2.6954767186055304,0.0024113926182612183,1.0221434474695887,1,1,"Bag of Organic Bananas, Organic Kiwi",Bag of Organic Bananas---Organic Kiwi
760,Organic Avocado,Organic Cilantro,0.047560408921933084,0.014684014869888476,0.0018819702602230484,0.03957010258915486,2.6947740750589007,0.0011835925083954063,1.0259114046598872,1,1,"Organic Avocado, Organic Cilantro",Organic Avocado---Organic Cilantro
761,Organic Cilantro,Organic Avocado,0.014684014869888476,0.047560408921933084,0.0018819702602230484,0.1281645569620253,2.6947740750589007,0.0011835925083954063,1.092453396663046,1,1,"Organic Avocado, Organic Cilantro",Organic Avocado---Organic Cilantro
1913,Organic Baby Spinach,"Large Lemon, Organic Avocado",0.06754182156133828,0.006528810408921933,0.0011849442379182156,0.01754385964912281,2.687144908534682,0.0007439764902710023,1.0112117465480617,1,2,"Large Lemon, Organic Avocado, Organic Baby Spinach","Large Lemon, Organic Avocado---Organic Baby Spinach"
1908,"Large Lemon, Organic Avocado",Organic Baby Spinach,0.006528810408921933,0.06754182156133828,0.0011849442379182156,0.18149466192170818,2.687144908534682,0.0007439764902710023,1.139220644092452,2,1,"Large Lemon, Organic Avocado, Organic Baby Spinach","Large Lemon, Organic Avocado---Organic Baby Spinach"
1720,Bag of Organic Bananas,Organic Frozen Peas,0.11273234200743494,0.004065985130111524,0.0012314126394052044,0.010923330585325639,2.686515133670946,0.0007730446131203272,1.0069330777555114,1,1,"Bag of Organic Bananas, Organic Frozen Peas",Bag of Organic Bananas---Organic Frozen Peas
1721,Organic Frozen Peas,Bag of Organic Bananas,0.004065985130111524,0.11273234200743494,0.0012314126394052044,0.3028571428571428,2.6865151336709454,0.0007730446131203272,1.272720001218843,1,1,"Bag of Organic Bananas, Organic Frozen Peas",Bag of Organic Bananas---Organic Frozen Peas
1598,Organic Hass Avocado,Organic Milk,0.06022304832713755,0.007899628252788104,0.0012778810408921933,0.021219135802469136,2.6860929557007993,0.0008021413468581142,1.013608263133139,1,1,"Organic Hass Avocado, Organic Milk",Organic Hass Avocado---Organic Milk
1599,Organic Milk,Organic Hass Avocado,0.007899628252788104,0.06022304832713755,0.0012778810408921933,0.16176470588235295,2.686092955700799,0.0008021413468581142,1.1211374160307832,1,1,"Organic Hass Avocado, Organic Milk",Organic Hass Avocado---Organic Milk
964,Organic Raspberries,Organic Whole String Cheese,0.037616171003717475,0.01633364312267658,0.001649628252788104,0.043854231006794316,2.6849019950674644,0.001035219139971808,1.0287828370700172,1,1,"Organic Raspberries, Organic Whole String Cheese",Organic Raspberries---Organic Whole String Cheese
965,Organic Whole String Cheese,Organic Raspberries,0.01633364312267658,0.037616171003717475,0.001649628252788104,0.10099573257467995,2.6849019950674644,0.001035219139971808,1.0704997338360547,1,1,"Organic Raspberries, Organic Whole String Cheese",Organic Raspberries---Organic Whole String Cheese
293,Organic Grape Tomatoes,Organic Hass Avocado,0.018982342007434944,0.06022304832713755,0.003066914498141264,0.16156670746634028,2.682805204225033,0.0019237399980652561,1.120872656228801,1,1,"Organic Grape Tomatoes, Organic Hass Avocado",Organic Grape Tomatoes---Organic Hass Avocado
292,Organic Hass Avocado,Organic Grape Tomatoes,0.06022304832713755,0.018982342007434944,0.003066914498141264,0.05092592592592592,2.6828052042250325,0.0019237399980652561,1.033657629884849,1,1,"Organic Grape Tomatoes, Organic Hass Avocado",Organic Grape Tomatoes---Organic Hass Avocado
734,Organic Hass Avocado,Organic Italian Parsley Bunch,0.06022304832713755,0.012081784386617101,0.0019516728624535316,0.032407407407407406,2.682336182336182,0.0012240709774602341,1.0210063855143097,1,1,"Organic Hass Avocado, Organic Italian Parsley Bunch",Organic Hass Avocado---Organic Italian Parsley Bunch
735,Organic Italian Parsley Bunch,Organic Hass Avocado,0.012081784386617101,0.06022304832713755,0.0019516728624535316,0.16153846153846152,2.682336182336182,0.0012240709774602341,1.1208348964905699,1,1,"Organic Hass Avocado, Organic Italian Parsley Bunch",Organic Hass Avocado---Organic Italian Parsley Bunch
1951,Organic Baby Arugula,Organic Garlic,0.01691449814126394,0.02562732342007435,0.0011617100371747212,0.06868131868131869,2.6800035866219005,0.0007282367228203038,1.0462290686580913,1,1,"Organic Baby Arugula, Organic Garlic",Organic Baby Arugula---Organic Garlic
1950,Organic Garlic,Organic Baby Arugula,0.02562732342007435,0.01691449814126394,0.0011617100371747212,0.04533091568449683,2.6800035866219,0.0007282367228203038,1.029765725118885,1,1,"Organic Baby Arugula, Organic Garlic",Organic Baby Arugula---Organic Garlic
2501,Red Vine Tomato,Limes,0.011686802973977695,0.03264405204460966,0.0010223048327137546,0.0874751491053678,2.6796657775765342,0.0006408002281961278,1.0600872370840118,1,1,"Limes, Red Vine Tomato",Limes---Red Vine Tomato
2500,Limes,Red Vine Tomato,0.03264405204460966,0.011686802973977695,0.0010223048327137546,0.03131672597864769,2.679665777576534,0.0006408002281961278,1.0202645421172383,1,1,"Limes, Red Vine Tomato",Limes---Red Vine Tomato
408,Honeycrisp Apple,Organic Avocado,0.020422862453531598,0.047560408921933084,0.0026022304832713753,0.12741751990898748,2.6790669549989357,0.0016309107936250187,1.0915181232824263,1,1,"Honeycrisp Apple, Organic Avocado",Honeycrisp Apple---Organic Avocado
409,Organic Avocado,Honeycrisp Apple,0.047560408921933084,0.020422862453531598,0.0026022304832713753,0.05471421592574499,2.6790669549989357,0.0016309107936250187,1.0362761759987704,1,1,"Honeycrisp Apple, Organic Avocado",Honeycrisp Apple---Organic Avocado
2373,Organic Carrot Bunch,Organic Hass Avocado,0.0064823420074349445,0.06022304832713755,0.001045539033457249,0.16129032258064513,2.6782158502588604,0.0006551526374704605,1.1205032885330282,1,1,"Organic Carrot Bunch, Organic Hass Avocado",Organic Carrot Bunch---Organic Hass Avocado
2372,Organic Hass Avocado,Organic Carrot Bunch,0.06022304832713755,0.0064823420074349445,0.001045539033457249,0.01736111111111111,2.6782158502588604,0.0006551526374704605,1.0110709735048014,1,1,"Organic Carrot Bunch, Organic Hass Avocado",Organic Carrot Bunch---Organic Hass Avocado
1769,Organic Garlic,"Organic Hass Avocado, Bag of Organic Bananas",0.02562732342007435,0.017634758364312268,0.0012081784386617101,0.0471441523118767,2.673365369569398,0.0007562467826246182,1.0309694210505838,1,2,"Organic Garlic, Organic Hass Avocado, Bag of Organic Bananas","Organic Garlic---Organic Hass Avocado, Bag of Organic Bananas"
1764,"Organic Hass Avocado, Bag of Organic Bananas",Organic Garlic,0.017634758364312268,0.02562732342007435,0.0012081784386617101,0.06851119894598155,2.6733653695693977,0.0007562467826246182,1.0460379936692554,2,1,"Organic Garlic, Organic Hass Avocado, Bag of Organic Bananas","Organic Garlic---Organic Hass Avocado, Bag of Organic Bananas"
1930,Organic Fuji Apple,Seedless Red Grapes,0.022606877323420073,0.019237918215613384,0.0011617100371747212,0.05138746145940391,2.671155001464667,0.000726800780116361,1.0338911219677227,1,1,"Organic Fuji Apple, Seedless Red Grapes",Organic Fuji Apple---Seedless Red Grapes
1931,Seedless Red Grapes,Organic Fuji Apple,0.019237918215613384,0.022606877323420073,0.0011617100371747212,0.06038647342995169,2.671155001464667,0.000726800780116361,1.0402075907149206,1,1,"Organic Fuji Apple, Seedless Red Grapes",Organic Fuji Apple---Seedless Red Grapes
1523,Unsweetened Almondmilk,Organic Raspberries,0.012964684014869889,0.037616171003717475,0.0013011152416356876,0.10035842293906809,2.667959557317783,0.0008134334707231795,1.0697413876094135,1,1,"Organic Raspberries, Unsweetened Almondmilk",Organic Raspberries---Unsweetened Almondmilk
1522,Organic Raspberries,Unsweetened Almondmilk,0.037616171003717475,0.012964684014869889,0.0013011152416356876,0.034589252625077206,2.667959557317783,0.0008134334707231795,1.0223993452206817,1,1,"Organic Raspberries, Unsweetened Almondmilk",Organic Raspberries---Unsweetened Almondmilk
439,Organic Baby Spinach,Asparagus,0.06754182156133828,0.013801115241635688,0.002486059479553903,0.036807705538355696,2.6670095056747964,0.0015539070165558795,1.0238857707116302,1,1,"Asparagus, Organic Baby Spinach",Asparagus---Organic Baby Spinach
438,Asparagus,Organic Baby Spinach,0.013801115241635688,0.06754182156133828,0.002486059479553903,0.18013468013468012,2.6670095056747964,0.0015539070165558795,1.1373309199025976,1,1,"Asparagus, Organic Baby Spinach",Asparagus---Organic Baby Spinach
453,Organic Baby Spinach,Organic Red Onion,0.06754182156133828,0.013568773234200743,0.0024395910780669145,0.03611971104231167,2.6619732247621477,0.001523131417476265,1.0233959943640896,1,1,"Organic Baby Spinach, Organic Red Onion",Organic Baby Spinach---Organic Red Onion
452,Organic Red Onion,Organic Baby Spinach,0.013568773234200743,0.06754182156133828,0.0024395910780669145,0.1797945205479452,2.6619732247621473,0.001523131417476265,1.136859240518118,1,1,"Organic Baby Spinach, Organic Red Onion",Organic Baby Spinach---Organic Red Onion
2479,Organic Grape Tomatoes,Organic Large Extra Fancy Fuji Apple,0.018982342007434944,0.020236988847583643,0.0010223048327137546,0.05385556915544676,2.6612441979913073,0.0006381593892082751,1.0355321864314673,1,1,"Organic Grape Tomatoes, Organic Large Extra Fancy Fuji Apple",Organic Grape Tomatoes---Organic Large Extra Fancy Fuji Apple
2478,Organic Large Extra Fancy Fuji Apple,Organic Grape Tomatoes,0.020236988847583643,0.018982342007434944,0.0010223048327137546,0.0505166475315729,2.661244197991307,0.0006381593892082751,1.0332120678494852,1,1,"Organic Grape Tomatoes, Organic Large Extra Fancy Fuji Apple",Organic Grape Tomatoes---Organic Large Extra Fancy Fuji Apple
1370,Organic Bell Pepper,Bag of Organic Bananas,0.004646840148698885,0.11273234200743494,0.0013940520446096654,0.3,2.6611706512778235,0.0008702028717126628,1.2675252257036644,1,1,"Bag of Organic Bananas, Organic Bell Pepper",Bag of Organic Bananas---Organic Bell Pepper
1371,Bag of Organic Bananas,Organic Bell Pepper,0.11273234200743494,0.004646840148698885,0.0013940520446096654,0.01236603462489695,2.6611706512778235,0.0008702028717126628,1.007815845492177,1,1,"Bag of Organic Bananas, Organic Bell Pepper",Bag of Organic Bananas---Organic Bell Pepper
2263,Organic Whole Milk,Grated Parmesan,0.0399860594795539,0.01029275092936803,0.0010920074349442378,0.027309703660662404,2.6532949109591644,0.0006804408840742941,1.0174947285845626,1,1,"Grated Parmesan, Organic Whole Milk",Grated Parmesan---Organic Whole Milk
2262,Grated Parmesan,Organic Whole Milk,0.01029275092936803,0.0399860594795539,0.0010920074349442378,0.10609480812641083,2.6532949109591644,0.0006804408840742941,1.0739549890165596,1,1,"Grated Parmesan, Organic Whole Milk",Grated Parmesan---Organic Whole Milk
1186,Organic Granny Smith Apple,Organic Raspberries,0.015148698884758364,0.037616171003717475,0.0015102230483271376,0.09969325153374234,2.650276433608567,0.0009403870005942429,1.0689510332292609,1,1,"Organic Granny Smith Apple, Organic Raspberries",Organic Granny Smith Apple---Organic Raspberries
1187,Organic Raspberries,Organic Granny Smith Apple,0.037616171003717475,0.015148698884758364,0.0015102230483271376,0.04014823965410747,2.6502764336085667,0.0009403870005942429,1.0260452101065485,1,1,"Organic Granny Smith Apple, Organic Raspberries",Organic Granny Smith Apple---Organic Raspberries
614,Organic Italian Parsley Bunch,Organic Baby Spinach,0.012081784386617101,0.06754182156133828,0.0021607806691449813,0.17884615384615382,2.6479320473128523,0.0013447549439615262,1.1355462594569183,1,1,"Organic Baby Spinach, Organic Italian Parsley Bunch",Organic Baby Spinach---Organic Italian Parsley Bunch
615,Organic Baby Spinach,Organic Italian Parsley Bunch,0.06754182156133828,0.012081784386617101,0.0021607806691449813,0.031991744066047476,2.6479320473128523,0.0013447549439615262,1.0205679647434627,1,1,"Organic Baby Spinach, Organic Italian Parsley Bunch",Organic Baby Spinach---Organic Italian Parsley Bunch
1414,"Large Lemon, Organic Strawberries",Banana,0.003671003717472119,0.14114776951672864,0.001370817843866171,0.37341772151898733,2.6455800385476893,0.0008526638572573624,1.3706934587510795,2,1,"Banana, Large Lemon, Organic Strawberries","Banana---Large Lemon, Organic Strawberries"
1419,Banana,"Large Lemon, Organic Strawberries",0.14114776951672864,0.003671003717472119,0.001370817843866171,0.0097119341563786,2.6455800385476893,0.0008526638572573624,1.0061001749362295,1,2,"Banana, Large Lemon, Organic Strawberries","Banana---Large Lemon, Organic Strawberries"
2102,"Organic Garlic, Organic Strawberries",Bag of Organic Bananas,0.0037407063197026024,0.11273234200743494,0.0011152416356877324,0.2981366459627329,2.64464164102144,0.0006935430515056453,1.2641601144849821,2,1,"Bag of Organic Bananas, Organic Garlic, Organic Strawberries","Bag of Organic Bananas---Organic Garlic, Organic Strawberries"
2103,Bag of Organic Bananas,"Organic Garlic, Organic Strawberries",0.11273234200743494,0.0037407063197026024,0.0011152416356877324,0.00989282769991756,2.6446416410214395,0.0006935430515056453,1.0062135913690264,1,2,"Bag of Organic Bananas, Organic Garlic, Organic Strawberries","Bag of Organic Bananas---Organic Garlic, Organic Strawberries"
